HEADERS
Hierarchy - L1 | Hierarchy - L2 | Hierarchy - L3 | Hierarchy | Main Group - Code | Main Group Name | Sub Group - Code | Sub Group Name | NWB_AusHFG | NMHS_AssetCodes | NWB_MaintainabilityType | NWB_AssetTypeCode | NWB_AssetType | NWB_Discipline | NWB_Category | NWB_Material | NWB_SteelGrade | NWB_ConcreteStrength | NWB_System | NWB_AssetID | NWB_UniclassCode | NWB_UniclassDescription | NWB_DesignPkg | NWB_BuildingPermitPkg | NWB_Department | NWB_ SubDepartment | NWB_RoomID | NWB_RoomName | NWB_DimDiameter | NWB_DimHeight | NWB_DimLength | NWB_DimWidth | NWB_DimArea | NWB_DimVolume | NWB_WBSCode
ROW 643: Building Services | Hydraulics | Valve | Building Services\Hydraulics\Valve\HCAV | HY | Hydraulic Services | GE | General | HYGE | VAL | 1 | HCAV | Combination Air Valve | Hydraulics | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_54_60_02 | Air inlet valves | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 644: Building Services | Hydraulics | Valve | Building Services\Hydraulics\Valve\HDSV | HY | Hydraulic Services | GE | General | HYGE | VAL | 1 | HDSV | Directional / Selection Valve | Hydraulics | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_54_95 | Building services valves | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 645: Building Services | Hydraulics | Valve | Building Services\Hydraulics\Valve\HGAV | HY | Hydraulic Services | GE | General | HYGE | VAL | 1 | HGAV | Gate Valve | Hydraulics | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_54_94_84 | Steel gate valves | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 646: Building Services | Hydraulics | Valve | Building Services\Hydraulics\Valve\HIFV | HY | Hydraulic Services | GE | General | HYGE | VAL | 1 | HIFV | Interface Valve | Hydraulics | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_54_95 | Building services valves | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 647: Building Services | Hydraulics | Valve | Building Services\Hydraulics\Valve\HISV | HY | Hydraulic Services | GE | General | HYGE | VAL | 1 | HISV | Isolation Valve | Hydraulics | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_54_95 | Building services valves | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 648: Building Services | Hydraulics | Valve | Building Services\Hydraulics\Valve\HIVM | HY | Hydraulic Services | GE | General | HYGE | VAL | 1 | HIVM | Monitored Isolation Valve | Hydraulics | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_54_95_53 | Motorized valves | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 649: Building Services | Hydraulics | Valve | Building Services\Hydraulics\Valve\HMIV | HY | Hydraulic Services | GE | General | HYGE | NA | 1 | HMIV | Motorised Isolation Valve | Hydraulics | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_54_95_53 | Motorized valves | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 650: Building Services | Hydraulics | Valve | Building Services\Hydraulics\Valve\HPIV | HY | Hydraulic Services | GE | General | HYGE | VAL | 1 | HPIV | PIC Valve | Hydraulics | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_54_95_63 | Pressure-independent control valves | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 651: Building Services | Hydraulics | Valve | Building Services\Hydraulics\Valve\HPLV | HY | Hydraulic Services | GE | General | HYGE | VAL | 1 | HPLV | Plug Valve | Hydraulics | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_54_33_84 | Steel plug valves | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 652: Building Services | Hydraulics | Valve | Building Services\Hydraulics\Valve\HPCV | HY | Hydraulic Services | GE | General | HYGE | VAL | 1 | HPCV | Pressure Independent Control Valve | Hydraulics | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_54_95_63 | Pressure-independent control valves | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 653: Building Services | Hydraulics | Valve | Building Services\Hydraulics\Valve\HPRV | HY | Hydraulic Services | GE | General | HYGE | VAL | 1 | HPRV | Pressure Reduction Valve | Hydraulics | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_54_95_66 | Pressure-reducing valves | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 654: Building Services | Hydraulics | Valve | Building Services\Hydraulics\Valve\HRGV | HY | Hydraulic Services | GE | General | HYGE | REG | 1 | HRGV | Regulating Valve | Hydraulics | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_54_95_64 | Pressure-regulating valves | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 655: Building Services | Hydraulics | Valve | Building Services\Hydraulics\Valve\HREV | HY | Hydraulic Services | GE | General | HYGE | VAL | 1 | HREV | Relief Valve | Hydraulics | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_54_95_65 | Pressure relief valves | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 656: Building Services | Hydraulics | Valve | Building Services\Hydraulics\Valve\HSOL | HY | Hydraulic Services | GE | General | HYGE | VAL | 1 | HSOL | Solenoid Valve | Hydraulics | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_54_94_87 | Solenoid-operated valves | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 657: Building Services | Hydraulics | Valve | Building Services\Hydraulics\Valve\HSPV | HY | Hydraulic Services | GE | General | HYGE | VAL | 1 | HSPV | Spectacle Valve | Hydraulics | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_54_95 | Building services valves | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 658: Building Services | Hydraulics | Valve | Building Services\Hydraulics\Valve\HSAV | HY | Hydraulic Services | GE | General | HYGE | VAL | 1 | HSAV | Surge Anticipation Valve | Hydraulics | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_54_95_65 | Pressure relief valves | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 659: Building Services | Hydraulics | Valve | Building Services\Hydraulics\Valve\HTMV | HY | Hydraulic Services | GE | General | HYGE | TMV | 1 | HTMV | Thermostatic Mixing Valve | Hydraulics | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_54_95_88 | Thermostatic mixing valves | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 660: Building Services | Hydraulics | Valve | Building Services\Hydraulics\Valve\HTPD | HY | Hydraulic Services | DR | Drainage | HYDR | NA | 1 | HTPD | Trap Priming Device | Hydraulics | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_20_76_71_90 | Trap switches | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 661: Building Services | Hydraulics | Valve | Building Services\Hydraulics\Valve\HVWM | HY | Hydraulic Services | GE | General | HYGE | VAL | 1 | HVWM | Water Main Valve | Hydraulics | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_54_94 | Water supply and wastewater valves | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 680: Building Services | ICT Communcations Technology | Cable Ladder | Building Services\ICT Communcations Technology\Cable Ladder\IFCM | IT | Information and Communications Services | IN | Infrastructure Passive | ITIN | CBL | 3 | IFCM | Fire rated Comms Cable Ladder | ICT Communications Technology | Cable Ladder |  |  |  | Refer to Systems Table |  | Pr_65_70_11_14 | Cable ladders | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 681: Building Services | ICT Communcations Technology | Cable Ladder | Building Services\ICT Communcations Technology\Cable Ladder\INCM | IT | Information and Communications Services | IN | Infrastructure Passive | ITIN | CBL | 3 | INCM | Non-Fire rated Comms Cable Ladder | ICT Communications Technology | Cable Ladder |  |  |  | Refer to Systems Table |  | Pr_65_70_11_14 | Cable ladders | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 682: Building Services | ICT Communcations Technology | Cable Ladder Fittings | Building Services\ICT Communcations Technology\Cable Ladde Fittingsr\IFCF | IT | Information and Communications Services | IN | Infrastructure Passive | ITIN | CBL | 3 | IFCF | Fire rated Comms Cable Ladder Fittings | ICT Communications Technology | Cable Ladder Fittings |  |  |  | Refer to Systems Table |  | Pr_65_70_11_14 | Cable ladders | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
