HEADERS
Hierarchy - L1 | Hierarchy - L2 | Hierarchy - L3 | Hierarchy | Main Group - Code | Main Group Name | Sub Group - Code | Sub Group Name | NWB_AusHFG | NMHS_AssetCodes | NWB_MaintainabilityType | NWB_AssetTypeCode | NWB_AssetType | NWB_Discipline | NWB_Category | NWB_Material | NWB_SteelGrade | NWB_ConcreteStrength | NWB_System | NWB_AssetID | NWB_UniclassCode | NWB_UniclassDescription | NWB_DesignPkg | NWB_BuildingPermitPkg | NWB_Department | NWB_ SubDepartment | NWB_RoomID | NWB_RoomName | NWB_DimDiameter | NWB_DimHeight | NWB_DimLength | NWB_DimWidth | NWB_DimArea | NWB_DimVolume | NWB_WBSCode
ROW 527: Building Services | Fire and Fire Safety Systems | Valve | Building Services\Fire and Fire Safety Systems\Valve\FPLV | HY | Hydraulic Services | GE | General | HYGE | VAL | 1 | FPLV | Plug Valve | Fire and Fire Safety Systems | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_54_33_84 | Steel plug valves | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 528: Building Services | Fire and Fire Safety Systems | Sensor | Building Services\Fire and Fire Safety Systems\Sensor\FPHD | FS | Fire Services | DE | Detection | FSDE | HDT | 2 | FPHD | Point Heat Detector | Fire and Fire Safety Systems | Sensor |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_80_30_64 | Point heat detectors | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 529: Building Services | Fire and Fire Safety Systems | Sensor | Building Services\Fire and Fire Safety Systems\Sensor\FOSD | FS | Fire Services | DE | Detection | FSDE | SDT | 2 | FOSD | Point/Optical Smoke Detector | Fire and Fire Safety Systems | Sensor |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_80_30_65 | Point smoke detectors | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 530: Building Services | Fire and Fire Safety Systems | Power Supply Unit | Building Services\Fire and Fire Safety Systems\Power Supply Unit\FPSU | FS | Fire Services | SP | Suppression | FSSP | NA | 1 | FPSU | Power Supply Unit | Fire and Fire Safety Systems | Power Supply Unit |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_82_70_65 | Power supply equipment | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 531: Building Services | Fire and Fire Safety Systems | Pump | Building Services\Fire and Fire Safety Systems\Pump\FPFP | FS | Fire Services | SP | Suppression | FSSP | FTP | 1 | FPFP | Pressure Filter Feed Pump | Fire and Fire Safety Systems | Pump |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_53_86_66 | Pressure booster pumps | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 532: Building Services | Fire and Fire Safety Systems | Valve | Building Services\Fire and Fire Safety Systems\Valve\FPCV | HY | Hydraulic Services | GE | General | HYGE | VAL | 1 | FPCV | Pressure Independent Control Valve | Fire and Fire Safety Systems | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_54_95_63 | Pressure-independent control valves | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 533: Building Services | Fire and Fire Safety Systems | Valve | Building Services\Fire and Fire Safety Systems\Valve\FPRV | HY | Hydraulic Services | GE | General | HYGE | VAL | 1 | FPRV | Pressure Reduction Valve | Fire and Fire Safety Systems | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_54_95_66 | Pressure-reducing valves | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 534: Building Services | Fire and Fire Safety Systems | Switch | Building Services\Fire and Fire Safety Systems\Switch\FPRS | FS | Fire Services | SW | Switches | FSSW | DSH | 1 | FPRS | Pressure Switch | Fire and Fire Safety Systems | Switch |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_50_20_22	 | Differential pressure switches | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 535: Building Services | Fire and Fire Safety Systems | Backflow Prevention Device | Building Services\Fire and Fire Safety Systems\Backflow Prevention Device\FRPZ | FS | Fire Services | SP | Suppression | FSSP | RDS | 1 | FRPZ | Reduced Pressure Zone Device | Fire and Fire Safety Systems | Backflow Prevention Device |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_54_94_72 | Reduced pressure zone valves | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 536: Building Services | Fire and Fire Safety Systems | Switch | Building Services\Fire and Fire Safety Systems\Switch\FRSW | FS | Fire Services | SW | Switches | FSSW | SWT | 1 | FRSW | Reed Switch | Fire and Fire Safety Systems | Switch |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_75_88 | Magnetic switches | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 537: Building Services | Fire and Fire Safety Systems | Valve | Building Services\Fire and Fire Safety Systems\Valve\FRGV | HY | Hydraulic Services | GE | General | HYGE | REG | 1 | FRGV | Regulating Valve | Fire and Fire Safety Systems | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_54_95_64 | Pressure-regulating valves | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 538: Building Services | Fire and Fire Safety Systems | Valve | Building Services\Fire and Fire Safety Systems\Valve\FREV | HY | Hydraulic Services | GE | General | HYGE | VAL | 1 | FREV | Relief Valve | Fire and Fire Safety Systems | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_54_95_65 | Pressure relief valves | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 539: Building Services | Fire and Fire Safety Systems | Sensor | Building Services\Fire and Fire Safety Systems\Sensor\FRTD | FS | Fire Services | DE | Detection | FSDE | SNR | 2 | FRTD | Resistance Temperature Detector | Fire and Fire Safety Systems | Sensor |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | 	Pr_75_50_76 | Sensors and detectors | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 540: Building Services | Fire and Fire Safety Systems | Nozzle | Building Services\Fire and Fire Safety Systems\Nozzle\FSNZ | FS | Fire Services | SP | Suppression | FSSP | NA | 2 | FSNZ | Saccardo Nozzle | Fire and Fire Safety Systems | Nozzle |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_70_65_04_79 | Saccardo nozzles | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 541: Building Services | Fire and Fire Safety Systems | Alarm | Building Services\Fire and Fire Safety Systems\Alarm\FSRN | FS | Fire Services | DE | Detection | FSDE | SNR | 1 | FSRN | Siren | Fire and Fire Safety Systems | Alarm |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_80_30_30 | Fire alarm sounders | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 542: Building Services | Fire and Fire Safety Systems | Sensor | Building Services\Fire and Fire Safety Systems\Sensor\FSMD | FS | Fire Services | DE | Detection | FSDE | IDT | 2 | FSMD | Smoke Detector | Fire and Fire Safety Systems | Sensor |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_80_30_65 | Point smoke detectors | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 543: Building Services | Fire and Fire Safety Systems | Valve | Building Services\Fire and Fire Safety Systems\Valve\FSOL | HY | Hydraulic Services | GE | General | HYGE | VAL | 1 | FSOL | Solenoid Valve | Fire and Fire Safety Systems | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_54_94_87 | Solenoid-operated valves | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 544: Building Services | Fire and Fire Safety Systems | Speaker | Building Services\Fire and Fire Safety Systems\Speaker\FSPK | FS | Fire Services | GE | General | FSGE | ADL | 1 | FSPK | Speaker | Fire and Fire Safety Systems | Speaker |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_70_75_06_50 | Loudspeakers | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 545: Building Services | Fire and Fire Safety Systems | Valve | Building Services\Fire and Fire Safety Systems\Valve\FSPV | HY | Hydraulic Services | GE | General | HYGE | VAL | 1 | FSPV | Spectacle Valve | Fire and Fire Safety Systems | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_54_95 | Building services valves | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 546: Building Services | Fire and Fire Safety Systems | Alarm | Building Services\Fire and Fire Safety Systems\Alarm\FSTB | FS | Fire Services | DE | Detection | FSDE | LHT | 1 | FSTB | Strobe Light | Fire and Fire Safety Systems | Alarm |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_70_75_94_78 | Starting strobe lights | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 547: Building Services | Fire and Fire Safety Systems | Nozzle | Building Services\Fire and Fire Safety Systems\Nozzle\FSDN | FS | Fire Services | SP | Suppression | FSSP | FSH | 2 | FSDN | Suppression Discharge Nozzle | Fire and Fire Safety Systems | Nozzle |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_70_55_97_57 | Nozzles | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 548: Building Services | Fire and Fire Safety Systems | Valve | Building Services\Fire and Fire Safety Systems\Valve\FSAV | HY | Hydraulic Services | GE | General | HYGE | VAL | 1 | FSAV | Surge Anticipation Valve | Fire and Fire Safety Systems | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_54_95_65 | Pressure relief valves | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 549: Building Services | Fire and Fire Safety Systems | Switch | Building Services\Fire and Fire Safety Systems\Switch\FSWI | FS | Fire Services | SW | Switches | FSSW | SWT | 1 | FSWI | Switch | Fire and Fire Safety Systems | Switch |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_50_20 | Controllers and control components | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 550: Building Services | Fire and Fire Safety Systems | Switch | Building Services\Fire and Fire Safety Systems\Switch\FTAS | FS | Fire Services | SW | Switches | FSSW | NA | 1 | FTAS | Tamper Switch | Fire and Fire Safety Systems | Switch |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_51_17_75 | Safety limit switches | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 551: Building Services | Fire and Fire Safety Systems | Tank | Building Services\Fire and Fire Safety Systems\Tank\FTNK | FS | Fire Services | SP | Suppression | FSSP | BTK | 1 | FTNK | Tank | Fire and Fire Safety Systems | Tank |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_60_50_96 | Water storage products | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 552: Building Services | Fire and Fire Safety Systems | Valve | Building Services\Fire and Fire Safety Systems\Valve\FTMV | HY | Hydraulic Services | GE | General | HYGE | TMV | 1 | FTMV | Thermostatic Mixing Valve | Fire and Fire Safety Systems | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_65_54_95_88 | Thermostatic mixing valves | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 553: Building Services | Fire and Fire Safety Systems | Switch | Building Services\Fire and Fire Safety Systems\Switch\FTPS | FS | Fire Services | SW | Switches | FSSW | SWT | 1 | FTPS | Three Position Switch | Fire and Fire Safety Systems | Switch |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_51_17_50 | Manual control switches | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 554: Building Services | Fire and Fire Safety Systems | Valve | Building Services\Fire and Fire Safety Systems\Valve\FTPD | FS | Fire Services | SP | Suppression | FSSP | NA | 1 | FTPD | Trap Priming Device | Fire and Fire Safety Systems | Valve |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_20_76_71_90 | Trap switches | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 555: Building Services | Fire and Fire Safety Systems | Coupling | Building Services\Fire and Fire Safety Systems\Coupling\FVTC | FS | Fire Services | SP | Suppression | FSSP | NA | 3 | FVTC | Victaulic Coupling | Fire and Fire Safety Systems | Coupling |  |  |  | Refer to Systems Table |  | Pr_85_50_27_15 | Couplings | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 556: Building Services | Fire and Fire Safety Systems | Sensor | Building Services\Fire and Fire Safety Systems\Sensor\FVID | FS | Fire Services | DE | Detection | FSDE | NA | 2 | FVID | Video Intrusion Detector | Fire and Fire Safety Systems | Sensor |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_60_75_86_79 | Surveillance monitors | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 557: Building Services | Fire and Fire Safety Systems | Alarm | Building Services\Fire and Fire Safety Systems\Alarm\FVWD | FS | Fire Services | DE | Detection | FSDE | EWS | 1 | FVWD | Visual Warning Device | Fire and Fire Safety Systems | Alarm |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_80_30_97 | Visual alarm signal devices | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
